Date,sentiment,sentiment_final
2020-01-01,0.09993845583907696,0.15496075175047888
2020-01-02,0.11139838924075376,0.16152766439909297
2020-01-03,0.07375974151671016,0.1282972473654292
2020-01-04,0.08360630610589517,0.14479642869064455
2020-01-05,0.08665786352855319,0.13226726538568645
2020-01-06,0.07036244508295565,0.11754667296211414
2020-01-07,0.05197818033948776,0.10432500025585133
2020-01-08,0.0703694175722237,0.1238838848277471
2020-01-09,0.08052782287157287,0.13513864527873148
2020-01-10,0.09579582072311664,0.14823142785576998
2020-01-11,0.11891027766674543,0.18896594512932413
2020-01-12,0.08170603145564447,0.1426543143793144
2020-01-13,0.07031435026109914,0.12544080086580087
2020-01-14,0.08028325698274329,0.13319722181227864
2020-01-15,0.06733993911417381,0.11645848293863
2020-01-16,0.05289847586722587,0.09547529790670034
2020-01-17,0.07688593232472767,0.13489986307884036
2020-01-18,0.04103195055617201,0.07801469546535336
2020-01-19,0.06783141169126665,0.10920111882165455
2020-01-20,0.05897455770502646,0.10484365814226926
2020-01-21,0.03597048266566684,0.058656412074127175
2020-01-22,0.08722239195025654,0.16000031134824128
2020-01-23,0.07021751662376663,0.11945048804962598
2020-01-24,0.08217740311993116,0.1584077573298673
2020-01-25,0.07003845455079759,0.13194341115376063
2020-01-26,0.0704673247139765,0.12729581238653817
2020-01-27,0.11358481798165977,0.19918497066349033
2020-01-28,0.1005126071607236,0.16965133694179937
2020-01-29,0.05867145519824092,0.09530059573636923
2020-01-30,0.08532297850809961,0.1570594954703235
2020-01-31,0.07597782478464296,0.12968628713240782
2020-02-01,0.07810451920365713,0.14426949407044948
2020-02-02,0.0963872803131948,0.1481698085665601
2020-02-03,0.08484093249235378,0.14418054423556076
2020-02-04,0.0883858818470699,0.1556014925930452
2020-02-05,0.08501961041423499,0.14567687632380616
2020-02-06,0.07109979062712674,0.12357820751857741
2020-02-07,0.07097015358378994,0.13353594687476267
2020-02-08,0.06686485308261272,0.11324509799540766
2020-02-09,0.09782805007372482,0.15620058823926228
2020-02-10,0.07903079522427928,0.13109814266615738
2020-02-11,0.12435852389296266,0.211337607078214
2020-02-12,0.08470487583245315,0.15502590482543313
2020-02-13,0.053852897777376944,0.11158010474737094
2020-02-14,0.08216150487615784,0.13542722625773473
2020-02-15,0.07884769992817939,0.13704481177993083
2020-02-16,0.07515239580680758,0.1186832917386196
2020-02-17,0.0734488705048063,0.11646312615955474
2020-02-18,0.06093348669666405,0.09399314437251369
2020-02-19,0.0685817728755198,0.1303956076383238
2020-02-20,0.0687504292552202,0.12896322350489017
2020-02-21,0.08816753960738336,0.15732497773808182
2020-02-22,0.08427450969287703,0.1432179528884731
2020-02-23,0.12822159813666784,0.19999781883273735
2020-02-24,0.08082530100108226,0.14193711395312006
2020-02-25,0.09169332451224574,0.14792514230704837
2020-02-26,0.05724256399256399,0.10207107796264422
2020-02-27,0.07712573617531245,0.1413173426814731
2020-02-28,0.05400315255045564,0.09615195454105516
2020-02-29,0.07192924165553476,0.13202202582344988
2020-03-01,0.07920856606230757,0.1369842260136378
2020-03-02,0.04149026141621961,0.06367756698639053
2020-03-03,0.08390920031190649,0.14709383910099272
2020-03-04,0.08082327230329808,0.14254286206218025
2020-03-05,0.08254630187164434,0.1515944663303154
2020-03-06,0.05016968596375376,0.09736879841649579
2020-03-07,0.055970552572881006,0.09885707986898463
2020-03-08,0.030200983654108657,0.048849678478776845
2020-03-09,0.07798040956439393,0.13308656565656565
2020-03-10,0.059662609849927634,0.09966367781749276
2020-03-11,0.043283948947143394,0.0809466058232292
2020-03-12,0.050320851746633,0.0911472031637126
2020-03-13,0.04118476900016393,0.07887017854279758
2020-03-14,0.09104549064451663,0.1747584585525621
2020-03-15,0.08101737723736896,0.15388206242569452
2020-03-16,0.06471067216259524,0.11385185929358863
2020-03-17,0.06679102752954152,0.11659135507349792
2020-03-18,0.07318758685255285,0.12884521278233854
2020-03-19,0.0750004136547504,0.14318260788634166
2020-03-20,0.06015619034304156,0.11746715546715547
2020-03-21,0.06563526722806384,0.11594253791783732
2020-03-22,0.09152014723047147,0.15323087507730365
2020-03-23,0.04792305410178545,0.08677958445458446
2020-03-24,0.07190741108853355,0.1325902506900765
2020-03-25,0.11895223643290653,0.2123625816072135
2020-03-26,0.10958823953823953,0.1826470658970659
2020-03-27,0.07076886164409356,0.12533762242990062
2020-03-28,0.07730853347123189,0.14647932657707094
2020-03-29,0.08360573016066968,0.1524575079400447
2020-03-30,0.09993806651167762,0.1596643666162897
2020-03-31,0.09042273349256108,0.1579674259809802
2020-04-01,0.08413948934520749,0.14253767373092227
2020-04-02,0.09969641977762726,0.1787240696013562
2020-04-03,0.10578631490563309,0.1759005003663434
2020-04-04,0.11530363677541096,0.18382694091622662
2020-04-05,0.0827634652520682,0.14504937209125354
2020-04-06,0.05963184283659627,0.10605410023470603
2020-04-07,0.08611892575108084,0.17961947370939718
2020-04-08,0.10976355820105821,0.17731036324786326
2020-04-09,0.05433537317830512,0.10027107514064036
2020-04-10,0.06540345183005282,0.1163619695135909
2020-04-11,0.07580629770162903,0.12217325649000407
2020-04-12,0.062425216159501876,0.10462326730642772
2020-04-13,0.08436443405037933,0.14618320038039864
2020-04-14,0.07831989475171293,0.14932993265993266
2020-04-15,0.11853422988327834,0.19353894031789515
2020-04-16,0.09811112897099057,0.1629546912219326
2020-04-17,0.11473161223627873,0.22708946697801377
2020-04-18,0.09338295156944554,0.1756341605676989
2020-04-19,0.05874797531886458,0.1087384884783953
2020-04-20,0.06015761168167026,0.10810277587909167
2020-04-21,0.08295313190830868,0.14323883823702138
2020-04-22,0.06554054822217997,0.12202615228208509
2020-04-23,0.0937954532570604,0.18626047455302774
2020-04-24,0.056150713358786276,0.10695373973102147
2020-04-25,0.0745210996561593,0.1478778071301911
2020-04-26,0.06765671323625869,0.12613963484726196
2020-04-27,0.08778749331281441,0.15634064820315824
2020-04-28,0.08099246543537202,0.1550120696080961
2020-04-29,0.09748940993142023,0.1806969317837152
2020-04-30,0.06859496403882412,0.12839570191882463
2020-05-01,0.09553505414974488,0.14787606785944551
2020-05-02,0.05888846882872307,0.09492949893154812
2020-05-03,0.06145813444213098,0.11533377177776528
2020-05-04,0.06538116994494546,0.12395180135395908
2020-05-05,0.09152247626111262,0.17928375486765896
2020-05-06,0.09192975788733537,0.17034043373241553
2020-05-07,0.08979607103704214,0.1567029474960147
2020-05-08,0.08132788709225992,0.1545768450031695
2020-05-09,0.1158560488304152,0.19472191339569783
2020-05-10,0.0667995241843926,0.10755855589012368
2020-05-11,0.08102057255097295,0.13456865211052402
2020-05-12,0.08140601977249563,0.1358344632250363
2020-05-13,0.05951216049931804,0.10162310447836764
2020-05-14,0.080032512338477,0.13232648346873185
2020-05-15,0.09296962979873136,0.15796609664917186
2020-05-16,0.08235425779698427,0.15248820637248056
2020-05-17,0.0941582471301936,0.17911712528789703
2020-05-18,0.08304230227444513,0.15357138091849443
2020-05-19,0.0770080781610803,0.1392215009119038
2020-05-20,0.06375346674387039,0.11450249499769756
2020-05-21,0.08101650864833336,0.1491732540191535
2020-05-22,0.08497405836587656,0.1399273416204554
2020-05-23,0.0689490208121639,0.11781948061858777
2020-05-24,0.09793485855230041,0.16579523298224086
2020-05-25,0.09404689144189145,0.18193595070604
2020-05-26,0.09780461848318991,0.1644895856308194
2020-05-27,0.10064036131323364,0.181926806989307
2020-05-28,0.07067865301169188,0.12049433013439037
2020-05-29,0.07457264785665846,0.12561940085377585
2020-05-30,0.11389833513981672,0.18740249328237285
2020-05-31,0.1122379723451152,0.2269701218534552
2020-06-01,0.05897081907896515,0.09840755433802309
2020-06-02,0.07041065023676792,0.1322578430123073
2020-06-03,0.06940594650107518,0.12101549646341314
2020-06-04,0.11207641620868365,0.18417653109452473
2020-06-05,0.09109897963704354,0.17433329916153656
2020-06-06,0.09463347973395948,0.17252906509320504
2020-06-07,0.07752268300000313,0.14449806219048203
2020-06-08,0.08133227225197821,0.15243068243251545
2020-06-09,0.08027692402280076,0.1418389823224946
2020-06-10,0.0991403931331769,0.165422827399358
2020-06-11,0.05375684880038812,0.09864658852029985
2020-06-12,0.10811739453047763,0.1751323084956497
2020-06-13,0.0934462420818353,0.15230188626597466
2020-06-14,0.06444778680291048,0.12078624943856733
2020-06-15,0.1032756467912718,0.181961853870336
2020-06-16,0.12004354705455743,0.2068607551922284
2020-06-17,0.06059651711924439,0.12650075836572186
2020-06-18,0.05201915088879375,0.1014373442331478
